"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,231,"Subgroups","Argiustolls","IGEE",14,"OR"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",12,231,"Subgroups","Argiustolls","IGEE",15,"OR"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",12,231,"Subgroups","Argiustolls","IGEE",16,"AND"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",12,231,"Subgroups","Argiustolls","IGEE",17,"AND"
"^torrertic","Torrertic Argiustolls","&nbsp;<b>2.</b> One or both of the following:",12,232,"Subgroups","Argiustolls","IGEE",18,"AND"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,232,"Subgroups","Argiustolls","IGEE",19,"OR"
"^torrertic","Torrertic Argiustolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,232,"Subgroups","Argiustolls","IGEE",20,"END"
"^torrertic","Torrertic Calciustolls","<b><u>IGCD.</u></b> Other Calciustolls that have both of the following:",12,234,"Subgroups","Calciustolls","IGCD",14,"AND"
"^torrertic","Torrertic Calciustolls","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",12,234,"Subgroups","Calciustolls","IGCD",15,"OR"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,234,"Subgroups","Calciustolls","IGCD",16,"OR"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,235,"Subgroups","Calciustolls","IGCD",17,"OR"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",12,235,"Subgroups","Calciustolls","IGCD",18,"OR"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",12,235,"Subgroups","Calciustolls","IGCD",19,"AND"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",12,235,"Subgroups","Calciustolls","IGCD",20,"AND"
"^torrertic","Torrertic Calciustolls","&nbsp;<b>2.</b> One or both of the following:",12,235,"Subgroups","Calciustolls","IGCD",21,"AND"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,235,"Subgroups","Calciustolls","IGCD",22,"OR"
"^torrertic","Torrertic Calciustolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,235,"Subgroups","Calciustolls","IGCD",23,"END"
"^torrertic","Torrertic Haplustolls","<b><u>IGGF.</u></b> Other Haplustolls that have both of the following:",12,237,"Subgroups","Haplustolls","IGGF",11,"AND"
"^torrertic","Torrertic Haplustolls","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",12,237,"Subgroups","Haplustolls","IGGF",12,"OR"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,237,"Subgroups","Haplustolls","IGGF",13,"OR"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,237,"Subgroups","Haplustolls","IGGF",14,"OR"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",12,237,"Subgroups","Haplustolls","IGGF",15,"OR"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",12,237,"Subgroups","Haplustolls","IGGF",16,"AND"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",12,237,"Subgroups","Haplustolls","IGGF",17,"AND"
"^torrertic","Torrertic Haplustolls","&nbsp;<b>2.</b> One or both of the following:",12,237,"Subgroups","Haplustolls","IGGF",18,"AND"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,237,"Subgroups","Haplustolls","IGGF",19,"OR"
"^torrertic","Torrertic Haplustolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,237,"Subgroups","Haplustolls","IGGF",20,"END"
"^torrertic","Torrertic Natrustolls","<b><u>IGBB.</u></b> Other Natrustolls that have both of the following:",12,242,"Subgroups","Natrustolls","IGBB",11,"AND"
"^torrertic","Torrertic Natrustolls","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",12,242,"Subgroups","Natrustolls","IGBB",12,"OR"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,242,"Subgroups","Natrustolls","IGBB",13,"OR"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,242,"Subgroups","Natrustolls","IGBB",14,"OR"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",12,242,"Subgroups","Natrustolls","IGBB",15,"OR"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",12,243,"Subgroups","Natrustolls","IGBB",16,"AND"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",12,243,"Subgroups","Natrustolls","IGBB",17,"AND"
"^torrertic","Torrertic Natrustolls","&nbsp;<b>2.</b> One or both of the following:",12,243,"Subgroups","Natrustolls","IGBB",18,"AND"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,243,"Subgroups","Natrustolls","IGBB",19,"OR"
"^torrertic","Torrertic Natrustolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,243,"Subgroups","Natrustolls","IGBB",20,"END"
"^torrertic","Torrertic Paleustolls","<b><u>IGDA.</u></b> Paleustolls that have both of the following:",12,244,"Subgroups","Paleustolls","IGDA",18,"AND"
"^torrertic","Torrertic Paleustolls","&nbsp;<b>1.</b> When neither irrigated nor fallowed to store moisture, one of the following:",12,244,"Subgroups","Paleustolls","IGDA",19,"OR"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;<b>a.</b> A frigid soil temperature regime and a moisture control section that in normal years is dry in all parts for four-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,244,"Subgroups","Paleustolls","IGDA",20,"OR"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;<b>b.</b> A mesic or thermic soil temperature regime and a moisture control section that in normal years is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; or</i>",12,244,"Subgroups","Paleustolls","IGDA",21,"OR"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;<b>c.</b> A hyperthermic, isomesic, or warmer iso soil temperature regime and a moisture control section that in normal years:",12,244,"Subgroups","Paleustolls","IGDA",22,"OR"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;&nbsp;<b>(1)</b> Is moist in some or all parts for fewer than 90 consecutive days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 8 o C<i>; and</i>",12,244,"Subgroups","Paleustolls","IGDA",23,"AND"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;&nbsp;<b>(2)</b> Is dry in some or all parts for six-tenths or more of the cumulative days per year when the soil temperature at a depth of 50 cm below the soil surface is higher than 5 o C<i>; and</i>",12,244,"Subgroups","Paleustolls","IGDA",24,"AND"
"^torrertic","Torrertic Paleustolls","&nbsp;<b>2.</b> One or both of the following:",12,244,"Subgroups","Paleustolls","IGDA",25,"AND"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,244,"Subgroups","Paleustolls","IGDA",26,"OR"
"^torrertic","Torrertic Paleustolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,244,"Subgroups","Paleustolls","IGDA",27,"END"
"^torrertic","Torrertic Argixerolls","<b><u>IFED.</u></b> Other Argixerolls that have both of the following:",12,247,"Subgroups","Argixerolls","IFED",11,"AND"
"^torrertic","Torrertic Argixerolls","&nbsp;<b>1.</b> An aridic soil moisture regime<i>; and</i>",12,247,"Subgroups","Argixerolls","IFED",12,"AND"
"^torrertic","Torrertic Argixerolls","&nbsp;<b>2.</b> One or both of the following:",12,247,"Subgroups","Argixerolls","IFED",13,"AND"
"^torrertic","Torrertic Argixerolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,247,"Subgroups","Argixerolls","IFED",14,"OR"
"^torrertic","Torrertic Argixerolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,247,"Subgroups","Argixerolls","IFED",15,"END"
"^torrertic","Torrertic Haploxerolls","<b><u>IFFD.</u></b> Other Haploxerolls that have both of the following:",12,251,"Subgroups","Haploxerolls","IFFD",11,"AND"
"^torrertic","Torrertic Haploxerolls","&nbsp;<b>1.</b> An aridic soil moisture regime<i>; and</i>",12,251,"Subgroups","Haploxerolls","IFFD",12,"AND"
"^torrertic","Torrertic Haploxerolls","&nbsp;<b>2.</b> One or both of the following:",12,251,"Subgroups","Haploxerolls","IFFD",13,"AND"
"^torrertic","Torrertic Haploxerolls","&nbsp;&nbsp;<b>a.</b> Cracks within 125 cm of the mineral soil surface that are 5 mm or more wide through a thickness of 30 cm or more for some time in normal years and slickensides or wedge-shaped peds in a layer 15 cm or more thick that has its upper boundary within 125 cm of the mineral soil surface<i>; or</i>",12,251,"Subgroups","Haploxerolls","IFFD",14,"OR"
"^torrertic","Torrertic Haploxerolls","&nbsp;&nbsp;<b>b.</b> A linear extensibility of 6.0 cm or more between the mineral soil surface and either a depth of 100 cm or a densic, lithic, or paralithic contact, whichever is shallower.",12,251,"Subgroups","Haploxerolls","IFFD",15,"END"
"^torrifluventic","Torrifluventic Haplustepts","<b><u>KDEM.</u></b> Other Haplustepts that have all of the following:",11,200,"Subgroups","Haplustepts","KDEM",19,"AND"
"^torrifluventic","Torrifluventic Haplustepts","&nbsp;<b>1.</b> A slope of less than 25 percent<i>; and</i>",11,200,"Subgroups","Haplustepts","KDEM",20,"AND"
"^torrifluventic","Torrifluventic Haplustepts","&nbsp;<b>2.</b> A total thickness of less than 50 cm of human- transported material in the surface horizons<i>; and</i>",11,200,"Subgroups","Haplustepts","KDEM",21,"AND"
